rating,text
10,"Having just watched the finale of Breaking Bad, I can now say that it is one of the few series that work perfectly from beginning to end. This isn't to say it couldn't be criticized - it was often far fetched, and in the first season the series didn't quite have a hold of its characters, with Walter making some overly-sudden shifts and Jesse's IQ seemingly wandering up and down - but it was always incredibly intelligent and entertaining, the acting was always amazing, and the show managed to effortlessly move from gritty realism to flights of fancy (like that mariachi song that began one episode).It is wondrous how beautifully formed character arcs are. Walter, who loses tiny pieces of his soul in ever episode, Jesse, who lets himself be lead into deeper and deeper waters, and Skyler, whose underrated (and often castigated) role is perhaps most relatable; she has to choose between the rock and the hard place, and knows from the start that there are no good options. What's most impressive about Breaking Bad is it never fell apart. There were no extraneous episodes, no period where it lost momentum or seemed to be treading water. The show moved with purpose. It knew what it was about - consequences and arrogance - and it never lost sight of that. It was a series that remained true to itself. Some series start great and lose their way (Lost), some series fall apart in the end (Battlestar Gallactica), some get taken over by people with a different vision (Gilmore Girls), some brilliant series get canceled in the first season, so no matter how good that ending was going to be, we'll never see it (Earth II). Breaking Bad gave us five virtually perfect years, and the only thing bad about it is now that it's over I need to find something new to binge watch."
10,"I've been around a long time and I've seen a lot of television, but I've never been hooked on a series like this one nor have I seen so many others hooked at the same time. This epic and excellent series performed the remarkable act of getting better each and every season with two of its greatest episodes near the end and the finale. The performances are all superb, but let's face it. It's the writing that makes this so amazing. I didn't start writing reviews on here again until this year (a few prior years worth were erased by someone) and I never review things unless I watch them again, but I'm not sure I will ever watch all of this again as there is so much television these days, but I might, so this is an opinion from the past and I doubt a second viewing would alter my view. This is magnificent."
10,"I have never watched any series which depicts emotions so exactly through camera angles, dialogues, screen play, perfect story line other than ""Breaking Bad"". We all are lucky enough to be born to watch series like this. Teaches us loyalty, family love, pain and many more things.More than anything this series teaches people to live life the different way and changes people mindset towarss life.There are scenes which will stay with you forever after this series and it will change the way you watch TV Series and life for that matter.I don't think I will ever see any series which will be better than this.Perfection!"
10,"What can be said about this spectacular saga that hasn't been said before? One of the very few series that competes with the best films in history for cinematic storytelling. Like a great novel slowly unfolding, it's funny, heartbreaking, incredibly tense, deeply disturbing. A nebbishy high-school science teacher finds he has lung cancer, so becomes a meth dealer to make money for his family before his death. Often visually stunning, with a breathtaking performance by Brian Cranston in the lead, and great work from all the supporting roles, this portrait of a man's decent into hell couldn't be much better, and it just grows darker and more disturbing each year. In a way, thematically it recalls ""The Godfather I and II"" in how that epic charts Michael's journey from innocence to darkness, along with the moral murkiness of the American drive for money and success - how we lose ourselves, so that succeeding and having ever more becomes an end in itself for which we will pay any price, rather than a route to happiness, trapping us in a game we can never win.Kudos too, to creator Vince Gilligan to have the courage to end the show at just the right time rather than string it out past where the story would bear. It may take a few episodes to get into, but you owe it to yourself to try. This is powerful, important and utterly enthralling stuff."
10,"It is not enough to even make long reviews about this series.After watching this series, I entered the world of TV series for good.An excellent series in every way.It has already become a classic."
9,Season 1 : 8.8/10Season 2 : 8.8/10Season 3 : 9.5/10Season 4 : 9.8/10Season 5 : 10/10
8,"A great series, especially the first, fourth and fifth parts .. There is some boredom in it, but it is worthy that one is following it carefully."
10,"I finally got around to watching breaking bad in 2022, more than 10 years after the show first premiered. This is at the top of the list for best rated shows and it's a series that has been recommended to me a lot of times and... wow. What an absolutely outstanding piece of television.It's perfectly paced across 5 seasons, bringing gripping portrayals of what feels like real people. The events are shocking, real, clever and all around well written and though out. The show brings out so many different emotions, and will take you on a rollercoaster ride through twist and turns. Ultimately culminating in a near perfect ending, that will leave the audience satisfied, but with a sense of dread as the credits roll one final time. The cinematography is absolutely outstanding, capturing and you see a lot of the same techniques being used in movies and others show to this day.Breaking bad changed the industry while bringing some of the best portrayed and written characters ever put to screen. Now I wish I could erase all memory of the show, so I could watch it for the first time once more.10/10."
10,"THIS SHOW IS IN MY TOP 5 OF THE BEST SERIES I'VE EVER WATCHED IN MY WHOLE LIFE!IS IT POSSIBLE FOR A SERIES TO BE AS GOOD, WELL COVERED AND WELL ACTED AS THIS ONE??? THIS IS IMPECCABLE.ALL PRAISE FOR THIS SHOW IS LITTLE."
10,Just finished watching for the second time and i cant believe how brilliant and perfect this series isIts really hard to express the brilliance there has never been anything better then breaking bad hands down to the GOAT
10,"This is perhaps the single greatest series ever made. Problem is, everything else pales into insignificance before it; nothing will ever compare to it. It has singlehandedly ruined my past, present and future series experiences."
10,"I watched this as it aired so I've not seen the earlier seasons for many years now. After Saul I thought I'd re-watch it, see if I still think it's great and settle the debate about which show is better.Yes it's an easy call to make. BB is sooooo much better than Saul it's not even a debate. Saul is very very good. And it has some amazing moments and great episodes and I'd say the character arcs in Saul might even be better/more rewarding than those in BB.However, BB is just one of the best shows ever, it's like crack you just keep watching and the story, acting, cinematography, colours, pacing - it's all just spot on!!It is the best show ever made in my view but it's fair to say I haven't seen everything, so I'll say it's the best show I've ever seen!If for any reason you haven't seen it, do."
10,"Binge-watching addiction, awe, esteem mixed with sulfurous hot pepper are some of the feelings and definitions that are experienced and come to mind when thinking and talking about Breaking Bad.The one and only series where in every episode my jaw dropped for one minute throughout it.The one and only series where the unfolding of the story and the episodes were flawless.The one and only series where Meth was a beautiful, attractive and pure hypnotizing blue substance.The one and only series where the name of Heisenberg was a Brand, driving you mad and forever anchored itself in your mind.The one and only series where you wished you had your memory erased, to watch it again and again till end of your life.And the one and only series where standard and quality were redefined all over again.It was a true and personal honor to know and watch this show.Kudos and special congratulations to every one of the persons involved, especially and foremost to Bryan Cranston. You will be forever missed.Heisenberg, YOU MADE HISTORY."
10,"Many years ago, a friend of mine told me to watch this new series called Breaking Bad. The way he raved about it I thought I'd give it a go just to shut him up. I really couldn't get in to it and, after the pilot episode, gave up and didn't watch it any more.Fast forward to 2019.Looking through Netflix I came across this series once again so thought I'd give it another go.Now, I don't know if I've changed in these past years or I just didn't give it long enough first time round but, Wow! Over the last three weeks I have binge watched the entire series, averaging four episodes a day (unfortunately I have to work as well). What can I say about this series that hasn't already been said by other reviewers who are more grammatically articulate than I am. It easy to see why Breaking Bad won as many awards as it did. The writing is superb, not to mention the acting from its two main stars, Bryan Cranston and Aaron Paul as Walt and Jesse. By the end of the last episode I felt my heart was broken. Like a break up in a relationship I would now have to get by without these two in my life. It's been an emotional rollercoaster of a ride but I enjoyed every minute of it. From Jesse's awkward moment having dinner with Walt and Sky, to Walt's maniacal laughter whilst under the floorboards of his house.So to my friend I owe an apology. I should have listened to you and watched this great show a long time ago."
10,"Rewatching for the 4th time, still love everything about it! It's among the best crime series, dramas, and the top notch drug story. Very deserving of the 2 Emmy wins and some of highest rated episodes. Everything plays out so well with exceptional dialogue and music."
10,"Breaking Bad is a perfect series. This is a fact. In the past, there were movies and series. They lived in a very different universe from each other. Nowadays there are cinematographic television series. In the 70s, 80s and 90s, series such as Full House, Seinfield and Family Ties with the formula of Sitcom and Miami Vice, 21 Jump Street and Starsky and Hutch with the formula of detective fiction appeared. In 1992, Twin Peaks appeared, a series with episodes of almost an hour long, with a cinematic style, including having been created by a film director, David Lynch. Other series emerged with a cinematic style, such as The Wire, Oz, Mad Men and The Sopranos. Breaking Bad is the most cinematic of them all. Walter White is the most complex and best-developed character in the history of world television. There are dozens and dozens of memorable and memorable scenes in Breaking Bad. The series holds up great over five seasons, which is no easy feat. It's also impressive how the series managed to build a sensational episode in which more than 30 minutes of episode take place inside a laboratory. The episode ""The Fly"", serves to develop the relationship between Walt and Jessie. The figure of Walt\Heisenberg is a very emblematic figure. He is the personification of the anti-hero. The series remains one of the best series of all time or perhaps the best."
10,"This is one of those top of the league series. Once you start watching you can't stop it. My wife and I were completely hooked on this series. Brilliant actors with a great storyline. A lot of twists that makes it that you want to see the next episode as soon as possible. The suspense that is build in every episode is great. You can't do anything else then hope that Walter White gets away with it. Too bad that at one point the series had to stop because for us it could have gone on and on forever. So we were disappointed when it was over but now that there is a spin off we are already looking forward to that one. If ""Better Call Saul"" is in the same way then it can't go wrong. Anyways, ""Breaking Bad"" is a must-see if you never saw it."
10,"I have no words to describe how amazing and amazing this series is. It's really good, it doesn't have a boring chapter and the drama is amazing. Great performances, well-done scripts, amazing direction and well-done characters. The writer of this series is a genius!!"
10,"Greetings from Lithuania.What can i say about this show that hasn't been said before. Not much, but here it is. If you haven't seen it yet, do your self a favor and watch, because it's a magnificent series from start to finish. Probably the best accomplished show ever. Not overlong, 5 seasons, in a terrific shape start till end. Everything in this show clicks on highest cylinders, and i mean everything. Acting, writing, directing are brilliant, and what a cinematography - thanks to it you won't feel you are watching a TV show, it's a world itself. Unforgettable characters, villains, deaths, twists (not overwritten!) - it hardly gets better than this. Yes, it has one (just one) weak episode (Fly), of course not by the guilt of creators but just producers and yet they managed to create something out of nothing. Overall, if you like watching / don't like watching TV shows in general, ""Breaking Bad"" is an almost universal entrainment which you will never forget."
10,Addictive. Each cast member at his/her best. Creative in every way including the Score and the soundtrack.
10,"This is by far the greatest TV show ever.I was expecting the typical path every show takes with the same old predictable directions they go in, but luckily I didn't read online and knew nothing of the spoilers. As a result, I was taken in and blown away.The casting alone is brilliant. Every single character was casted perfectly, and I mean perfectly. That alone is genius and falls along the lines of Pulp Fiction with the way Travolta, Thurman, and Samuel L Jackson were casted, along with Harvey Keitel.But then you get absorbed into this world you never thought you would meet, nor have you ever seen before. You keep waiting for it to become a typical show and for it to ""jump the shark"", but as the seasons progress, you just never witness or experience that at all.Instead, the show actually takes you to a place that you never saw coming (if you didn't know spoilers), and it is actually a place of truth. This experience defies twenty or more years of cinema, including the movies.No matter what anyone says, I don't care, this is possibly the greatest cinematic experience I have witnessed as a whole since the mid-90's. You cannot even compare it to other TV shows, really, because it is not a TV show as much as it is a 60 hour movie that never circles or tangents itself like every other ""TV show"".The acting is incredible. Every single actor or actress nailed their role. The subtexts, themes, and profundity is all in there, but not everyone will find those things. A masterpiece?.....Is there a term for something beyond a masterpiece? If there was, then this is it.20/10"
10,"I have to echo another reviewer on here and say that as of the past many years I have not watched television, save PBS, Discovery, or History channel. And the news, of course. There has been nothing except The Sopranos and Family Guy in the realm of series that warranted my attention. Almost everything out there is stupid drivel that insults the intelligence of educated human beings. But Now !! Now we have Breaking Bad !!!All I can say is: HOLY S**T !!! This is the best television series I've ever seen, and really goes into the realm of feature films as well, as far as being in my top ten. I cannot think of anything as of late that punched me in the face like this show did. I absolutely love it. If you have not seen it, do yourself a HUGE favor and rent the first season so you'll know what's going on, and you can see the transition of the characters. This show is beautifully written with plot twists coming in refreshing ways, and at just the right times. Some of what is shown I was surprised they put it on television,... and that's a great thing !! The acting is brilliant, and the themes are amazing, timeless and timely, and are presented to us in thought provoking ways that leave me pondering philosophical ideas long after the show is over. Yeah, this is a TV series !!! On AMC !! Hard to believe. This is one I'm raving about to everyone I know, and hope keeps going for a long, long time !!! Thanks to everyone involved with this genius show !!!"
10,"A very worthy contender for the greatest TV show of all time. Has there ever been a story so unique, so compelling and so well-developed? Not only do we have breathtaking drama, there is also a touch of dark humour that gives the show an extra dimension. Breaking Bad is completely devoid of cheesiness and predictability but never falls prey to pretentious artsiness.And then there is the acting. Bryan Cranston's performance is staggering and the character development of Walter White is possibly unmatched in television history. Aaron Paul, Dean Norris and Giancarlo Esposito are also just ridiculously good.I truly feel sorry for every other televison show as they are pretty much all left in the dust by this masterpiece."
7,"This is a hard show to review. The first few seasons were incredible but I feel that they dragged it out too long. As the weeks go by I found myself thinking ""really, there are 5 seasons of this"". I am truly diverse in my tastes and don't get offended very easily at all. I love gore, gritty, sci-fi, fantasy, comedy, romance, animation. You get the picture I really do not discriminate and instead judge on it's merits. But I found that Breaking Bad exhausted me. Five seasons of disgusting, corruption, ferralness, deplorable human behaviour took it's toll on my level of appreciation for this show. If it had been shorter I would have enjoyed it more. I know it was revolutionary and truly realistic but in the end I despised it for being great and the fact that I had to see it through to the end.I know people will think I am mad for writing this but does a show that is fantastic but sucks the soul and heart out of you make for as good TV as everyone believes; or was everyone else too caught up in the hype to admit their true feelings about Breaking Bad."
10,"Breaking Bad is definitely in the top 5 of my all time best TV series . I have just finished watching it for a second time and enjoyed it just as much or more than my first viewing. Can't understand the bad reviews that this show is getting but ""To each his own """
10,"To say this program has great writing is an understatement. BB has the best writing I have ever had the pleasure of listing & reading (I always leave the captioning on). The acting is top notch by Cranston. It is also very good by Aaron Paul (Pinkman), Dean Norris (Hank), Betsy Brandt (Marie), RJ Mitte (Walt junior). Unfortunately, it feels like Anna Gunn (Skyler) is the weak link. It is hard to know if the Gilligan is trying to make a somewhat awkward and unlikable character, or if it is just not hitting the mark. I prefer to think that the writing is intentionally odd for Skyler for some reason, and that we will get to learn more in the episodes and seasons to come. The dialogue is absolutely brilliant for the most part – it almost always rings true. The episodes are gripping (for the most part). The story is brutal and comedic at the same time. I have to opt for a 10/10 because there is not another program that comes close – even Dexter which I've been enjoying for 5 seasons doesn't have the writing or acting to stand up to BB."
9,"Bryan Cranston shows his acting skills portraying the complex character of Walter White. He's a long suffering high school chemistry teacher who suddenly finds he's dying of cancer. With little prospect of leaving anything to his family, he teams up with a former student Jesse Pinkman (Aaron Paul) to make meth. They're so good at it that they become major criminals.This is the best of television which can be found on cable. Walter White is a complex character that actually grows over the life of the show. He is a good character that we root for at the beginning even thought he's become a criminal. The journey he makes is one worthy of great literature. It is absolutely must see TV."
10,Best ever series. There is never a dull moment and always something new and out of the box. I have already watched it a couple of times. Top rated actors and story.
10,"The best TV show ever streamed, there are shows and there is Breaking Bad, how it builds from the begining and getting intense all along til the finale, the characters writing and acting, no effects or fiction needed just reality that surpass all, it's a journey that will break your heart just for finishing."
7,"Ok, so while it isn't quite the holy grail it's made out to be, 'Breaking Bad' is a solid series. I give it a concrete 7. It is well worth watching. It absolutely IS a good series. Just allow for a steady stream of implausible moments throughout the series where various story points just aren't remotely believable.Enjoy the good (there is plenty), and look over the ludicrous (there is plenty). Enjoy the show."
7,"I watched the first three seasons of Breaking Bad.I liked the series, although it is much more flawed than I expected.What I liked:What I disliked: - too many lengthy parts - often we're caught in really boring everyday drudgery that the producers apparently didn't have the heart to cut out - too many incongruent parts over time - the character development is weak and made me want to switch off after a while. I kept watching purely for the quality of the actors (who make up for it somewhat) - way too many clichés - too much repetition - some characters become irritating after a while, because they lack real growth (e.g. Skyler)"
9,This first season are very slow but intersting at every season there will be thrillng at the end it will say''Die with memories'' not ''with dreams''
10,"What is called good?It's something that stands out from other kinds of things.What kind of thing is called wonderful?It was something completely beyond anything contemporary.What is impeccable? It is not only beyond ""wonderful"", but also wistful. It has a meaning and emotion that you don't have to think about.So, this show is impeccable."
10,"Season1: not bad~Worth 8.8Season2: uh, just so so...Worth8.9Season3: unbelievable. Worth 9.2Season4: brilliant. Worth 9.6Season5: Jesus, Christ! Worth 10.0."
9,"Yes, as many others have written before me, Breaking Bad is without a doubt one of the best series of all time.The story of how a desperate chemistry teacher ventures into the drug business with a former student of him is brilliant.Walter White and Jesse Pinkman face many ups and downs during their attempt of overtaking the Crystal-Meth-Market.In addition, the characters with Bryan Cranston and Aaron Paul are also perfectly cast. But the other actors play their parts very good aswell.A clear recommendation on my part.The series just doesn't get a 10/10 from me because I wouldn't call it one of my favorite shows."
10,I finished Breaking Bad around 4ish months ago and i have tossed and turned on a 9/10 or 10/10. Well after being a 9/10 for a while i have now reranked it for what i believe to be the last time.Breaking Bad is a 10/10 and my personal favourite show of all-time.
10,This show was easily a cinematic masterpiece its the best show I watched. From the cinematography to the songs used it's the best. It starts slow but if you give it a chance it speeds up and gets more action-packed. Almost every episode is good. One episode 3x10 is pretty slow but almost every episode is great and it is easily one of the best shows of all time beside better call Saul. I highly suggest watching this show and the rest of the breaking bad universe. I recommend watching the breaking bad universe in this order: 1. Breaking Bad 2. El Camino (Movie) 3. Better call Saul This order is the best for the storyline of the breaking bad universe and if you watch this show you will easily love it. Everything about the show is perfect all the actors are less well known and Aaron Paul had no prior acting experience but still played one of the important characters of the show and he even hung out with drug addicts to have real experience and to act his role perfectly.
9,"Breaking Bad is a show I avoided for a while due to the fact I thought it looked overhyped from a distance and I had the show spoiled for me already. If you are in the same boat as those two previous things, watch the show right now. It is even better than what people say it is. Despite knowing how the show ends, almost every second of this show still kept me captivated and interested. I fell in love with the way the characters are studied and presented. My only issues with this show have to be that the two brothers have some really corny scenes, and there are some parts that don't make any type of sense. However, the amazing cinematography and the emotions that the show got out of me in the last 3 episodes really made up for those flaws that I had to rate it so highly."
10,"Generally, I only watch Sci-Fi, Horror and such-- but every once in a while I'm drawn to regular TV if it isn't run-of-the-mill Canned-Ha-Ha-Ha comedy or standardized Network Primetime Drama with the usual A-Z cast of Beautiful People pretending to mimic Real Life interspersed with Fun Commercials as the rest of us would Like it to be.The storyline is simple: Ordinary Middle-class Teacher in an Ordinary Burb with ordinary Financial problems with an Ordinary Sucky Life finds out he has Cancer. Which makes every ordinary thing suck even worse. So he turned his Ordinary chemistry skills to Illegality so he can make some money--quick. And we get to watch the whole set of terrible, unfolding, yet still very ORDINARY set of events. And you just KNOW, it's not going down a very good road at all, but like a car with no brakes heading down a long mountain road, you have no choice but to clutch the wheel and hang on for dear life.I've heard and read of this show described as black comedy. I wouldn't put it quite like that. Black Humor is the best phrase I can come up with-- but the humor is a brilliant side-effect of the story. It's somewhere in the middle-- as in between Black and Grey. . .like Charcoal: the type that comes off on your fingers.I don't laugh or even chuckle; I wince. I cringe. I say: ""Oh my god! No, No!"" If this is comedy-- it's the comedy that Hurts and cuts. It's the laughter that comes out of an adult mouth that doesn't have a smile on it: and oh yes, he's laughing as only an Adult can.The people in this show hold me because it isn't the parade of Beautiful People and Perfect Families that Hollywood and the Networks keeps trying to brainwash us with. Painfully ordinary. The houses, the school, the people, the motives, the lighting, the camera-work. And I am watching Working Man Walter White grasp for something lasting to keep hold of. . .and I am ROOTING for him!This show is Different. It's Drama about Quiet Desperation with an edge of Black Humor that will touch a lot of Uncomfortable places that we are not used to seeing on our friendly Network Screens. Yet when you see it, you are shocked that the creators have DARED to film it and make it look so. . .plausible and painful. Bravo!!"
10,"The series centers around Walter White, a high school chemistry teacher turned methamphetamine manufacturing drug dealer. Bryan Cranston's portrayal of White is nothing short of phenomenal, capturing the transformation of a desperate man into a ruthless criminal. Aaron Paul, playing his former student and business partner Jesse Pinkman, delivers a powerful performance, embodying a character filled with conflict and vulnerability.What sets ""Breaking Bad"" apart is its intricate storytelling and character development. The series is a slow burn, meticulously building tension and complexity with each episode. It explores themes of morality, consequence, and the human capacity for change, often blurring the lines between right and wrong.The cinematography and visual storytelling are also standout features. The show uses color, camera angles, and symbolism to enhance the narrative, creating a visually captivating experience.The supporting cast, including characters like Hank Schrader, Skyler White, and Gus Fring, add depth and intrigue to the story. Each character is well-developed, with their own arcs and motivations that intertwine with the main plot.While the show is intense and sometimes brutally violent, it's balanced with moments of dark humor and irony. This combination keeps the audience engaged and emotionally invested in the characters' journeys.Overall, ""Breaking Bad"" is a masterpiece of modern television. Its compelling narrative, exceptional acting, and artistic direction make it a must-watch series that has set a high bar for TV dramas. It's a thought-provoking exploration of human nature and the consequences of our choices, leaving a lasting impact on its audience."
10,"Breaking Bad is just one of those shows that is intelligently written with brilliant acting. Everything about it is top notch. Bryan Cranston who is well known to TV audiences for his role in Malcolm in the Middle is cast against type as anti-hero Walter White. Aaron Paul nails it perfectly as small time criminal Jesse Pinkman.Walter White (Bryan Cranston) is an overqualified high school chemistry teacher who is struggling to make ends meet with his loving wife Skyler (Anna Gunn) and his son Walter Jr. (RJ Mitte) who has to live with cerebral palsy. When Walter is diagnosed with Stage 3A inoperable lung cancer, Walter must find a way to ensure his family is financially secure after he passes away. Walt embarks on a career of drugs and crime by forming an uneasy alliance with Jesse Pinkman (Aaron Paul), one of Walter's former students turned small time criminal. Together with Walt's brilliant scientific knowledge and Jesse's street smarts they both start manufacturing and selling a unique ""blue sky"" methamphetamine which proves to be a success in the drug market. Walt must also keep this hidden not only from his family but his brother in law DEA Agent Hank Schrader (Dean Norris) and his wife Marie (Betsy Brandt) who is also Skyler's sister. Under the pseudonym ""Heisenberg"" Walter transforms from a moral, mild mannered citizen to a ruthless, intimidating criminal.Bryan Cranston was a true deserved recipient of every accolade and award for his role as Walter White. He was fantastic and without a doubt this will be a very memorable moment for the rest of his career.Aaron Paul as Jesse Pinkman was a breakout role for him. Previously known for bit parts in an assortment of movies, Breaking Bad certainly put Aaron Paul on the map. Here he shines alongside Bryan Cranston.Creator Vince Gilligan who cut his teeth on The X Files has produced a brilliantly intelligent TV series that has never had one dull moment. There's plenty of dark humour, shock moments, mature themes that explore the ugly side of the drug lifestyle, and non-stop moments that will make you smile. The show still retains a lot of realism and believability and nothing is over exaggerated nor over the top in order to entertain and attract viewers. The cinematography was also brilliant and captures not only Walter White and Jesse Pinkman's interactions, but also the supporting characters that hold up the show. Breaking Bad was also well known for being (in)famous for putting Albuquerque, New Mexico well and truly on the map. Albuquerque is also well known for attracting a large number of loyal fans of Breaking Bad with fans spotting Walter's house and Jesse's house as well as certain spots where Breaking Bad was filmed.Breaking Bad is definitely one of the finest shows of all time and well and truly deserved every single acclaim. Even though the show ran from 2008-2013, there are still many fans of the show that still sing its praises. Bryan Cranston and Aaron Paul will also be remembered for their best roles of their respective careers.Breaking Bad is still a pleasure to revisit, and those that have not seen the series yet are missing out on top notch television at its finest.A well deserved 10/10."
10,"This series is so much more than just television. It's a masterpiece! It's a look into humanity when desperation is the driving force. Regular people turning into who they're meant to be. Honestly it's a show I've watched many times through. The last 8 episodes of season 5 I have watched too many times to count. We're not here to talk about that. This is about some of the most stellar writing EVER. The situations in each episode are just so well done. The way they get out of the situations is nothing short of spectacular! They thought of everything...from watching wardrobes change with attitudes to lighting to camera shots to music. Right down to the last second of the series. So thoughtfully and wonderfully made I swear. And the drama, I mean damn, you'll be on the edge of your seat many times. They ended this series at the perfect time. Although I could've watched it for many more years. Because they didn't wait for it to get stale and stagnant you never have time to get bored. I read years ago that Jessie(Aaron Paul) wasn't supposed to live past a few episodes but the chemistry between him and Walter(Bryan Cranston) was so great they ended up keeping him. Wether this is true or not, I couldn't imagine it any other way! It's just perfection. I will say season 2 is when they flesh the characters out and it's the slowest season but it's still amazing. If you haven't seen this one, it's time! You will not be sorry."
10,"Breaking Bad is one of the ahem.. the best tv series to exist in its genre. It is absolutely flawless, amazing character development, flawless acting."
10,"I probably haven't been hooked to a TV show like I am to Breaking Bad before. This beautiful piece of art is incredibly well written and directed, furthermore the actors are doing a tremendous job! I've read a few remarks about the pace of the show, saying it is too slow. I completely disagree, there are so many aspects which get their place in the series, every single one in its own way and it would be horrible if we'd see a too fast paced show containing ridiculous cliffhangers like we see them on the major networks. Because this way you can entirely fall in love with the show, the characters and every tiny detail of the story and the best part of it, it is unbelievably addictive and makes you starve for more week after week! 10/10 Kudos to Mr. Gilligan, kudos to Mr. Cranston and kudos to everyone else who's making a contribution to this show!"
6,"Pros: well cast, great acting and mostly highly entertaining. Lots of interesting characters, fun moments and once in a while: great action.Cons: To keep the drama rolling, the writers want us to accept characters that act like morons on a regular basis, and perpetually make decisions that make little to no sense on any level. It's not only infuriating but very quickly gets tedious. The two main characters seem to be hellbent on sabotaging themselves for no other reason than moving the story forward.It's annoying, mostly because it should be unnecessary if you have competent writers.Entertaining escapism for sure. Deserving a 9.5+ score? Sorry, no."
10,"Breaking Bad is one of the best, most memorable and quirkiest shows to air in this day and age. Bryan Cranston plays Walter White, a stressed-out and tetchy school teacher and father of a cerebral-palsy-diagnosed son, who's struggling to keep his family's life secure. On top of that, his wife Skyler White is expecting a baby. His life gets all the more chaotic when he discovers that he has lung cancer, and he won't take sh!t from anyone anymore. Walter teams up with a former pupil of his, Jesse Pinkman, to cook crystal meth and secure his family's future. Walter breaks bad, and he never goes back.Breaking Bad is the most amazing kind of television show being made; overarching stories and character subtexts that are IMPORTANT in the grand scheme of the series, characters and all. Breaking Bad is hilarious, shocking, and lovingly original take on drug-culture and the thugs living in and around it. The characters are amazing; not just Walter, but Hank Schrader and Saul Goodman are standout characters in themselves, one being a morally-complicated police officer and the other a sleazy but street-smart lawyer. And let's not even get started with Mike Ehrmantraut: the 'clean-up' man of the show who's got his eye on you... and 'Gus'.Vince Gilligan has cooked the perfect substance: a show so pure and full of powerful beats that many television shows envy it for its genius arcs and subtle character motivations slowly paying off over the course of the show. I'd personally want to shake hands with him and thank him for giving the world such an entertaining and smart show littered with great characters.Breaking Bad has broken so many barriers in the world of television that all the major networks hoping to emulate the success of this crystal meth gem; and they owe it to Vince Gilligan's black-comedy crime-drama magnum opus.Watch this show. For television lovers you owe yourself this series, if you haven't seen it already!"
10,"The show follows the story of Walter White, a high school chemistry teacher who turns to a life of crime, producing and selling crystal meth, after he is diagnosed with cancer. My favourite aspect of the show is its extremely tight writing, but its complex characters and exceptional performances, especially Bryan Cranston as Walter White are a close second.I've rated Breaking Bad a 10 out of 10 as it is an absolute marvel of television storytelling that kept me on the edge of my seat from start to finish. The show's combination of humor, drama, and suspense is masterful, and its character development is unparalleled by any show I've ever seen. The show's themes of power, morality, and redemption are explored in such intensive depth, that it makes Breaking Bad not only a thrilling ride, but a thought-provoking meditation on the human condition. If you're a fan of television drama or even television series in general, Breaking Bad is a must-watch series that I believe would leave a lasting impression on anyone who watches it."
10,"Breaking bad was the second best show of all time, only behind game of thrones. However, the GOT final season was so bad that breaking bad is now on top. I'm rewatching it for the 4th time and honestly love it more and more each time. Never again will you see character development and brilliant writing like this show"
